px1,py1,pz1
1.54135,0.772237,8.44221
4.35513,-1.90861,-0.641774
0.735067,-1.60805,7.62481
-1.36473,8.5378,-2.02373
11.4379,-4.66108,-13.679
4.80011,-1.74925,2.36413
-3.60522,5.9274,-0.303128
6.60238,1.59262,4.77057
5.04267,5.26346,-9.79797
-0.678494,-6.17986,-6.35855
7.64711,-5.00091,-12.9849
-0.169893,6.09629,-12.186
-7.58491,31.9742,46.6702
3.26043,7.31157,0.412078
0.291372,-2.05044,8.71983
1.75619,-6.53493,15.7561
-5.27391,23.3264,-7.42954
-3.37032,-2.41614,-0.779186
-0.992645,11.5799,30.6116
-0.931589,-6.99273,-16.7998
-0.913833,-8.34131,-24.3151
-5.29945,10.4695,6.08522
5.51675,-2.58523,0.171427
-5.91342,-3.57208,-2.93717
1.84348,0.799632,-8.18072
9.79793,-1.01514,4.67515
-0.302045,-14.1333,-5.09395
-11.4351,-11.3329,-44.8845
-5.12543,4.01977,-3.7974
-1.0595,7.18997,2.99074
6.38056,-4.27566,-3.176
-4.91266,5.44837,7.92706
-12.1466,0.835293,13.1783
-5.31126,0.557318,8.98356
7.39343,-9.38877,-20.7389
1.74842,-1.45122,-12.094
-0.119443,-1.26215,-5.90727
-3.94938,-4.56812,12.5951
-10.7605,-2.81539,10.4413
0.322029,-2.35214,10.7381
-1.45388,-9.0166,22.3931
10.4106,-3.25182,-0.18388
1.7205,-5.90221,16.2952
-2.53621,-0.696949,8.36679
-2.42781,-0.168697,-10.9538
3.68716,0.300745,-15.4437
-7.23862,-4.21128,2.94689
-5.7457,-5.19149,-2.38474
3.29073,-8.36709,-3.22942
-3.82796,-10.3537,5.29882
-1.69942,-0.34047,-6.51721
6.57088,3.63246,3.13222
7.62379,-3.48767,0.608187
0.666117,6.20109,-12.5796
3.67994,7.71007,23.4806
3.32423,3.06562,-8.25082
-7.50864,3.7593,0.57856
2.0878,-2.22456,-9.74636
-1.96684,-9.65697,-21.227
-4.80502,-4.35159,-7.17333
-1.6133,-0.993272,-8.40932
0.118532,7.05313,9.50847
0.0938417,1.19377,-6.01537
6.49548,-1.75411,-19.2173
6.17909,1.33445,2.93963
-7.79669,0.430351,-10.0161
-7.29181,4.80278,15.2254
5.86342,1.86051,-3.58334
29.4016,-20.6255,30.4062
-7.53958,-2.33442,-7.35542
2.95045,-2.75726,0.315888
-9.06533,3.42032,-17.9044
-1.53911,-1.32419,-6.3207
-5.57603,9.5221,18.265
-2.31359,1.25605,11.402
6.87445,3.70705,2.81322
6.51402,1.13684,-14.2285
-3.14004,-9.85416,31.8458
-0.43143,-4.56143,5.27154
-5.26074,-3.81046,0.878521
1.95594,3.65872,8.10733
-0.781066,1.84453,-9.22826
-7.01477,14.35,-38.1519
-3.17838,-3.0467,19.5947
-1.47583,-1.36777,-7.13769
-3.41229,0.890117,-14.6735
1.81912,0.253564,-6.37511
-7.08035,6.22363,5.9057
-4.2663,5.29539,27.2544
-8.02063,-18.1015,-55.7743
-12.4518,13.2939,8.59659
-1.90865,2.98315,5.52906
3.60125,3.34271,-1.81677
-3.47018,7.80251,-8.33484
-13.8655,3.78255,5.0986
1.32262,6.55469,1.89347
5.16478,-7.02741,14.0546
2.61566,-0.411339,-7.78715
-0.790753,3.27528,-9.70351
-3.10249,-1.03223,-13.3854
-4.27159,0.387202,-3.79769
-3.97142,1.23841,16.1552
-23.2028,-18.0139,38.5788
-10.2134,1.95076,3.46363
-4.5473,7.87895,-2.99209
3.3729,6.32932,-11.5687
-3.166,1.92602,-5.5318
6.11725,-2.05153,0.0205194
1.34954,-6.62099,-10.5079
-11.2969,-7.02406,27.822
3.27277,-1.12399,7.30873
4.16678,-1.94254,-20.7572
6.73601,7.21601,6.35148
-4.04038,-3.50488,-9.23104
-0.261702,1.83826,-5.99507
0.185588,-4.19117,8.26789
0.781515,22.5617,-94.4558
9.40659,-0.541602,11.3783
-5.53997,6.76302,-28.4425
0.0594214,-7.80826,-30.8162
-4.95354,1.20611,-4.16099
-12.2233,-8.03561,-8.20838
2.87888,-1.02664,11.813
2.66717,-0.667911,5.39596
3.85749,0.513745,9.49425
2.44472,2.60938,4.76008
6.45176,-2.33517,-0.409875
-2.73911,1.38208,-5.96468
-2.26369,3.20661,5.87635
-6.6698,4.73607,-6.51084
-1.85141,-1.35334,-11.0606
-6.38433,19.3323,19.3047
-4.25515,-1.56154,1.81394
-2.14331,-3.54893,-10.1594
4.77442,-6.07005,-22.4151
0.356701,-8.34796,-2.99537
1.98752,-4.07546,3.15247
5.87538,-0.650485,10.9318
5.42929,3.34172,-3.18601
3.99768,2.30683,23.8995
6.72126,-1.10368,10.4198
3.08242,1.89764,10.0936
3.35402,-1.36676,-7.70329
-3.97884,4.14475,-10.1666
-0.884168,4.16017,-1.97891
6.6684,3.4052,-11.7307
3.00011,-6.63777,3.26803
3.58964,-2.99814,0.123353
5.45472,-6.06612,-6.31288
3.93018,-4.86685,14.0556
-0.813395,7.75963,-12.9881
-4.47001,1.29998,4.73969
-4.78541,0.104999,-10.0274
8.15223,3.60486,-34.723
-10.2329,2.81572,-22.0662
2.45285,-0.834473,5.13674
3.79975,-11.7583,-10.1721
-8.90068,-0.230335,10.1137
0.794366,-8.40085,-3.28322
0.630516,-3.2182,5.9162
2.99379,5.52734,4.23039
1.46208,-6.361,-7.44168
5.32837,-3.94245,-10.5782
-4.80394,10.0807,-13.4628
-8.25412,-21.4412,-93.523
4.14926,-5.92705,4.08998
-6.64212,-5.55182,-14.2328
-7.08076,-2.28425,2.37478
-3.98373,12.5557,36.0376
-0.814888,-1.47752,6.70741
-3.70549,-1.2121,-8.09192
0.918829,7.37508,2.36785
-2.11835,-8.12745,8.87501
-6.40758,2.64849,12.1417
12.3385,-8.53849,28.871
-2.53354,-7.67948,-22.9536
-5.09191,-3.58727,6.18844
-4.605,4.32092,3.75473
4.63744,-4.10743,33.8069
1.59245,-5.21542,0.28856
-0.547242,-1.45244,6.39779
-1.78175,-0.555312,-7.53339
-2.05527,-5.70549,18.0295
0.987941,-1.25636,-8.18782
9.01849,8.0282,16.1044
5.621,1.55203,13.8834
-1.23254,-2.50983,-11.6669
-2.10174,0.992518,-8.9354
0.828313,1.58678,8.34435
-6.99738,-2.04518,3.1177
0.536546,2.98409,10.1818
-10.364,8.06508,-38.3332
-3.12498,6.54598,-5.93027
1.95061,2.93899,18.6974
6.4012,-2.13968,2.96042
6.43781,4.82157,-4.64345
-0.599592,-10.002,-7.44036
17.0267,-5.82778,25.4495
-0.661333,-1.56757,7.07044
-1.35007,10.6841,28.7738
-5.60842,-9.92016,17.6947
-9.39473,-3.68584,-16.1599
-7.88626,-3.28957,-2.41566
-7.79524,2.49621,5.67776
-4.48127,-4.05622,15.8414
-3.89367,-1.34733,0.253742
-4.48663,7.80952,-26.6365
-1.51828,2.56909,10.919
-0.399761,-17.138,31.9893
7.16911,2.86567,4.26574
1.66667,7.81712,-24.6514
10.7757,9.33801,26.5943
1.58934,5.75665,-4.70352
-2.63175,-1.1141,-11.4781
-14.8335,5.21344,-6.08732
2.84904,1.25588,-11.0392
7.74612,-1.31977,1.64247
3.57256,-6.1382,-9.96449
-10.1089,2.898,-5.98451
-5.63688,-7.35583,-1.56305
12.1136,-3.41873,1.09252
-6.84898,-2.87272,6.11643
1.71511,1.92853,13.5734
-11.1556,19.3956,98.52
-4.26572,-11.0736,8.54094
7.9398,-1.71422,36.1723
1.64148,4.36192,10.0043
6.45413,8.9047,-11.918
-1.89443,-6.50297,25.6842
-7.13959,-0.669137,-8.83005
2.63914,4.4273,10.9602
4.29711,1.83887,-10.9023
-2.28437,0.839321,11.0655
-4.31862,-6.40494,-1.91654
-4.5285,-4.45581,13.816
6.42965,-2.18578,33.3865
-3.05,9.12194,-37.6809
5.99292,6.11198,-1.84064
0.864548,7.77794,-12.5646
-13.859,-14.0114,37.9672
0.778908,3.53509,5.59416
-10.9079,3.98294,-18.6897
-1.2451,4.47792,1.48125
-8.67209,0.554675,-6.02324
8.48578,-2.98771,3.44755
-2.01205,-3.60528,-17.6325
6.21237,-4.40298,9.37249
0.665326,4.07467,6.37107
1.41458,-0.0143746,6.85093
-2.86411,-0.145147,-5.35966
7.11318,1.21637,8.03315
1.25981,7.87363,3.00178
2.98223,1.02335,13.2872
-6.78213,-2.43551,13.1704
-8.53019,2.83044,9.36123
-5.36947,-4.89645,-13.3617
-3.57273,5.0403,-16.0803
7.78601,1.96419,-3.74952
3.76963,-2.27529,-8.07387
0.793973,3.21168,-10.2659
6.45393,3.19716,-3.27948
5.31821,-5.99361,-12.4876
5.68772,-16.8223,-4.20838
4.36698,-6.75879,18.5282
8.51093,-3.3038,47.1996
-4.11501,-8.46205,26.4173
-2.4153,7.77725,-9.77987
-1.75384,6.84621,3.26812
1.13111,2.16666,-8.57044
2.09347,2.42166,-14.0892
-1.30108,-1.73658,8.04494
7.74785,-3.50106,-9.90071
1.36445,-9.85891,-31.6419
-8.58369,1.38267,-14.8207
4.77087,15.5574,-1.39284
-5.21647,6.44972,-3.53648
6.10395,0.358312,-3.427
-1.71372,1.86855,-6.60491
2.17742,2.41357,-5.60008
0.0143521,-6.36848,13.0914
-2.51548,-6.09565,-0.901229
-3.31239,1.84598,5.50602
1.10508,-4.18637,-8.28389
0.0408087,-4.61872,-23.045
-1.31607,-1.72587,6.50627
2.99795,-0.918997,-11.235
1.45087,9.06029,23.0197
-8.55911,5.68906,11.0561
3.16162,-2.83015,6.9685
-0.496851,4.50044,-0.503522
1.63983,-2.88525,-10.4758
-2.51067,3.04358,8.47847
-5.79645,2.39822,-0.691555
-1.20891,-2.15038,7.8256
-11.4934,3.58231,7.00599
-4.55379,2.94085,6.05333
-0.360737,-5.13468,4.12715
5.31868,-3.60584,-12.2715
10.1389,-3.57081,33.7133
7.39572,-5.61066,-6.40963
-7.25985,-3.588,3.12386
-3.57972,5.40342,-0.744226
-0.108887,7.17158,-3.37155
-3.64701,1.42831,7.22161
13.6973,-1.24076,15.7421
2.88558,3.96284,5.82999
6.15968,-0.306604,7.3774
-3.62389,-1.45371,18.3767
3.55243,-3.90039,3.05372
10.2874,-1.64286,44.3453
-5.63074,8.4781,-11.9973
-1.18734,3.12207,-3.20597
0.950006,6.67386,-19.0747
6.07796,-1.97325,4.27111
4.95165,-1.85495,-6.48796
-1.9388,-6.5979,-2.61009
1.82667,0.152695,-9.39558
-11.2414,0.0370121,-33.1008
-1.47703,3.10978,-7.43856
-2.37183,7.5478,-38.0513
6.81634,4.42123,-6.17513
-4.66702,-4.95575,-2.03627
-6.74837,4.18555,0.595047
4.60679,4.23584,-1.94603
3.21511,9.85721,6.27032
1.21445,-6.71534,-3.84432
2.59203,5.45333,2.45929
4.4349,9.3467,8.03508
0.180065,8.87233,-15.3072
-9.2794,-3.63142,15.5954
-4.74797,-1.00493,-2.96768
-12.8577,-3.26269,-1.01576
-1.15372,-0.328425,2.80894
4.29285,5.62833,0.50139
5.39368,-3.54182,14.6997
9.35898,-9.59763,-57.7551
2.27132,-6.46441,0.836214
6.29994,6.1867,-0.683993
3.97087,-1.16176,-5.56048
4.93847,-3.79567,-4.25912
4.81039,-3.05732,1.33264
-0.128187,3.4557,2.2414
-6.53484,-6.22656,-28.4303
1.58446,-7.4263,-9.02915
2.47746,3.67643,17.6999
-19.8385,-1.43111,-67.4883
-0.243957,13.3063,39.4733
-3.1387,-5.14124,3.85682
12.8301,-1.05981,39.6968
-4.17398,5.60225,1.25879
-11.5107,-4.39497,38.434
3.46357,5.20357,10.9224
1.51761,-0.524658,6.63922
-9.16085,10.1742,14.8482
-1.57171,-4.22849,13.1869
-8.54763,8.34628,2.79909
-7.44394,0.851807,-14.5718
1.22658,-3.16026,-11.654
2.6766,1.05068,-15.1095
-1.8871,-3.11219,14.1357
-0.337074,-8.92789,-22.6519
-2.98553,-13.7687,34.1795
-2.58643,-9.98535,-0.201046
-4.13692,4.49591,6.46788
1.31432,-0.312824,-3.61389
-5.06942,2.39893,2.7253
1.65986,-0.311565,7.11029
2.47423,-0.516656,-7.03068
-15.4052,-5.77004,-17.0338
-0.00718531,4.73583,-8.10096
-5.81011,6.53784,13.3847
2.01864,8.91806,7.92732
-1.74929,-2.67584,13.4543
-0.493906,-1.70426,-9.29736
-6.68188,16.3823,-91.3972
7.53783,-0.370327,-23.9051
15.3791,6.56782,-25.9713
0.536337,-1.21131,-5.8351
-5.91751,-5.6856,29.0298
6.25974,0.301206,-13.4147
1.20602,1.02991,7.95986
-0.217985,-1.60349,7.81758
2.75949,0.257002,13.6555
-2.47818,6.07985,9.70717
-2.16133,-0.832625,8.27853
-1.31057,-4.33532,5.88534
-0.738347,-6.27021,2.40793
0.0563267,8.19513,-17.0422
-12.3622,5.49801,-0.812479
-13.7236,-15.0069,-56.8945
-6.31607,2.63587,-3.25679
-5.03788,3.76666,5.27997
-1.13737,4.9032,-2.31733
3.36942,-0.145861,-10.7685
0.968865,2.12254,-6.70976
-5.47774,-1.38741,-2.72397
9.81679,0.911019,-24.8942
3.11615,5.16779,-6.8226
-1.94142,0.878243,7.64131
-1.64585,2.55274,-7.48195
-0.150391,5.10791,16.4774
-2.42603,3.19389,2.93811
0.397608,-1.85895,-8.00514
1.79096,-4.66044,3.9802
1.50346,-7.48901,18.5272
2.91445,2.2674,-17.8134
-0.246977,-3.16825,10.0372
2.76481,-5.34394,11.0828
3.26105,-7.6951,-6.74523
-13.5891,3.1304,-6.44652
6.4059,-4.8617,1.41832
-1.28952,6.87926,-27.5935
8.81486,-1.44946,-22.0103
-5.95829,2.6783,20.2298
-5.02126,2.77434,23.6065
4.33563,-5.76953,18.9197
-4.88308,-7.00242,3.29284
-2.43522,-5.81739,6.62728
-13.4955,3.08269,-24.9998
-5.50642,5.98105,-13.4412
8.01913,7.13982,-3.38966
-1.01248,-3.16914,4.03873
-5.46145,3.3181,-3.80043
7.72936,5.20752,5.25062
-11.2148,-0.310881,-40.0565
-0.987694,-4.25425,-7.39195
-8.48289,-2.82587,3.61084
-2.05178,6.32306,10.1298
7.30482,-3.94201,5.96705
6.21576,2.56892,-7.52542
-0.622738,-3.03469,-11.3369
-1.6326,2.53518,-15.5315
4.07202,2.71843,19.1244
8.0221,-17.9495,7.03713
6.30758,-1.2724,2.42479
-7.13807,-1.43291,-7.99681
7.86173,-2.49884,-10.9738
6.9424,-1.17525,3.05861
8.40477,1.63494,-3.60318
-7.6329,3.2435,-20.9809
-9.15253,0.571098,10.1928
4.68615,3.91312,-0.465368
12.0114,-4.54482,55.0208
-0.532739,-4.28205,-4.4794
-2.20442,8.24841,-0.223603
13.2681,0.928935,-41.4602
-4.45166,0.437011,5.61658
6.06754,-4.7011,3.563
4.7883,9.32233,-25.284
3.87893,-8.263,-16.7683
-4.57459,-4.6498,8.19044
2.36852,7.80608,-22.2138
2.42021,1.9105,5.21011
-2.87922,-5.7957,-4.51043
-6.34288,9.9638,13.7749
-5.4407,9.66127,13.4242
-2.54823,-2.70867,-6.47612
2.40831,6.65654,36.9404
-3.88269,3.38662,6.36682
4.95613,1.60085,-26.4977
6.34282,7.07418,17.7618
-6.01407,-1.17618,-0.190078
-8.28166,4.94063,-6.05049
3.22314,7.90025,-4.91094
-6.98318,-4.05195,9.47458
-4.17671,9.40232,22.3763
-4.41617,-8.28674,16.7497
-6.41429,-0.736997,-32.3002
-5.18769,-6.2236,-0.466192
9.42174,4.57126,-26.8264
-7.86466,5.09257,13.1888
6.95359,-8.07903,6.03427
2.3892,1.18846,6.85356
9.29706,-23.8182,19.4034
5.31084,4.17869,7.84503
-1.94548,-5.84619,0.800382
4.14958,10.4679,3.93324
-4.808,-1.41925,-1.37204
-4.16988,0.53762,1.36986
2.46951,-6.74817,6.93271
1.86307,-4.18431,-9.79248
9.86877,4.32028,11.2883
-6.11412,-4.49737,-13.1041
5.13245,11.2526,-7.33722
23.5919,9.41535,-1.46636
6.26057,5.52029,-20.403
27.0466,-11.0143,-0.168987
-3.03414,5.66782,0.113169
-3.39552,-5.71006,-2.43654
5.9659,-1.31773,-9.61598
-0.629996,8.47907,21.3393
10.1899,12.8683,26.2692
-4.4354,1.30955,-12.2679
0.987087,-10.7799,-15.6371
-4.41477,-5.90963,21.8466
8.17937,3.78353,10.2877
1.32066,7.37095,10.7259
-8.44833,-2.42869,3.03972
3.13622,2.05033,-12.8328
-5.01926,-3.76544,5.24364
2.77908,-6.76719,6.45069
-6.49093,-4.76241,-27.2097
6.55328,5.50578,21.4052
3.49327,-0.734423,-4.63304
-4.10577,1.974,-12.9193
-3.64085,4.81939,8.3324
-2.29855,-6.45523,14.4653
-3.05384,-5.83595,-4.43374
-1.80125,-9.04223,23.6199
6.32527,-5.18605,21.2038
-3.25893,-7.48652,15.2823
3.62426,4.07366,8.00328
-4.37468,4.56949,-10.5795
-2.78197,-6.49994,12.2933
1.77319,-8.30535,44.7124
-4.50817,0.632007,-2.03624
1.73341,-8.84296,-9.11612
1.37317,0.59333,5.80991
-5.2051,5.95454,-9.88247
-5.17584,4.62775,-12.0393
-4.12247,5.00438,-2.66299
12.2354,6.90036,-2.07181
-21.9049,-18.2786,-112.448
9.73369,22.0339,84.5851
-5.2137,-0.387341,-10.2912
7.95774,-3.85937,-14.9219
5.36182,4.50835,-8.79739
-3.2104,6.84336,-8.99179
-1.28906,6.25082,2.84591
3.20195,2.40271,10.2191
3.4485,5.36046,11.1025
-7.82411,-5.90036,-20.6449
5.52131,-2.51341,-6.41874
-3.68233,5.34915,2.64727
9.30443,-0.020337,4.0923
5.67183,-5.52155,-10.1666
5.8679,3.51259,-12.917
10.336,-5.66217,7.09956
-8.73327,0.574877,1.5717
5.4077,5.22054,0.425659
-0.223929,9.36845,-6.98987
15.0559,-6.87316,15.9787
-6.34347,3.46487,-3.65969
7.54449,-5.36138,-2.91162
8.79416,-1.94125,-29.1744
4.55939,-9.09733,0.128639
-7.84246,-3.20984,13.6939
3.56092,-5.01815,7.85345
0.418649,6.03934,-3.68238
-1.18149,8.72581,0.299205
-5.80819,1.66124,-20.437
-1.52792,-5.95588,0.589029
5.97204,6.0787,-3.25975
-6.19849,3.57614,6.27692
0.758748,-2.27348,-7.56558
4.2689,4.86012,13.5537
7.08682,-6.49428,-20.3068
6.09922,-1.19644,12.1954
3.75333,-0.843408,-6.77946
3.1237,7.97833,-3.56004
-9.10869,0.178308,-20.3362
4.6206,8.7006,15.9493
1.51455,7.85922,-2.90528
-9.22779,0.71164,27.4359
-6.14646,-2.13346,0.849524
-9.8631,-6.80444,2.75637
3.3922,2.18123,12.2771
-0.844719,-2.65561,7.3723
14.046,16.4664,23.8871
2.72873,7.64857,12.1028
-10.9811,-5.30072,-8.04701
5.46943,2.77022,12.8917
-8.29769,-3.85534,-45.4215
-7.5953,-2.40256,-18.7804
2.00112,-7.71142,-13.9476
-2.93145,5.97552,-6.78878
-5.97135,-4.92982,8.41747
-7.93417,2.8208,-23.549
-1.10997,-9.53997,9.93052
-1.55491,-0.0621514,7.95378
0.742361,-9.07664,-3.54702
3.71723,3.35258,2.6211
3.45321,6.23446,-0.16776
-9.01468,-4.91484,-5.34073
-5.84879,4.77912,-14.2119
-8.25625,3.85477,-11.5222
-4.85546,3.66533,-10.6912
-1.03185,6.00586,21.7997
0.794897,3.08373,-12.8439
3.14135,-0.792869,14.1248
-4.23826,24.5113,63.723
4.2178,-3.07361,-20.7824
5.52798,7.16638,-2.40147
3.71316,10.6687,6.16812
-6.46496,-2.17145,-2.94282
-13.9848,9.16969,-11.7849
-1.43008,6.6162,-0.715204
0.942363,8.9737,0.869771
-0.756756,-7.47482,10.2318
-7.43344,-2.58809,-3.75213
0.917204,-4.49851,-12.2606
0.0454789,-2.73082,12.2008
6.61349,0.932167,-2.59277
-13.403,-5.23437,-14.8485
6.94683,-0.544706,-2.07343
-4.82053,-9.0563,6.19536
3.50864,-7.94956,-11.4362
0.197189,-7.06263,8.65617
5.95173,-1.95871,11.5943
-0.914983,-1.4583,-8.89497
5.32696,-7.68527,-6.26952
-13.193,-2.7961,7.8777
-4.86577,1.22777,-3.33569
5.21247,14.1441,23.6088
-7.77891,3.18047,6.01834
-7.04458,-9.3496,-29.1342
5.66843,7.53291,10.8016
-2.44345,12.1219,9.92813
6.76732,-0.831512,25.0443
-2.50675,-5.51224,2.53138
-1.19069,-3.35416,12.9378
0.361227,-7.33933,-19.3839
7.61152,4.59748,-5.85391
-6.13952,-6.15161,-7.7102
-5.7077,-3.68378,-11.2651
-2.19333,-6.16972,7.70435
2.13445,5.85916,-19.6569
-3.1311,1.91731,5.84712
6.18805,-8.69061,-48.3854
-0.306912,-1.84886,-7.45421
9.39039,-3.76073,-36.2505
-3.83266,1.45043,2.77913
14.5685,20.0395,-17.6368
0.618513,4.99196,-23.2635
-4.80757,-5.39567,-14.3907
2.49215,-6.25743,10.548
-1.17357,12.615,-0.470975
-6.69318,-9.90538,5.84733
3.52599,-5.54932,13.6463
-2.98502,-16.4378,-36.2605
-4.93878,4.31423,-17.2669
-2.10514,-6.627,12.52
4.67408,4.41169,-0.582782
9.38831,4.08894,-6.53401
-1.5031,-3.33979,7.05404
12.1995,-6.09548,16.1562
0.914934,-7.39015,-2.06283
0.573536,-5.6449,17.3139
1.52794,-7.76043,8.32222
2.96184,8.17205,13.4302
-8.0109,1.53075,12.1333
6.24483,5.14858,6.47471
-3.02836,8.47918,-7.48101
-0.505791,2.39474,-11.2127
-6.87819,2.69156,12.8211
5.70736,-1.62808,4.25399
1.62491,-6.13349,-0.403876
2.92309,0.628383,13.4953
1.40013,5.64052,-27.5819
8.96985,1.13745,-27.8413
6.56264,4.05876,10.9936
4.1598,-5.14975,2.85344
1.29843,-1.45875,5.69829
-1.85605,-4.0714,-0.322089
9.2816,-11.6328,14.4205
-3.04906,1.93266,14.697
10.3804,4.53693,-14.0402
0.667869,5.96567,0.341413
2.49799,-14.0083,-14.7837
-0.409009,-2.93624,-6.66657
11.85,1.36382,-30.9545
0.742883,7.40191,-8.93993
6.93638,1.45041,-4.37685
5.09448,6.55961,11.5639
3.4972,14.018,-41.8015
4.00027,4.71781,-17.5689
-3.74852,3.29896,-4.00098
7.23927,-2.79245,-11.1311
5.3909,3.4656,3.75401
-7.97626,0.659026,19.9841
9.23129,-1.69683,-8.91382
5.5022,-4.55455,12.2292
0.450522,-7.30245,19.6304
10.9864,-25.7804,33.435
-2.91729,3.19085,-11.1372
7.56333,11.317,-1.4716
-4.5243,-1.48642,25.3589
7.23859,-2.87273,4.637
-0.0392056,-5.81758,-3.65821
7.02258,-0.175883,12.4379
4.08596,4.8135,2.71076
-6.02503,2.87093,-5.47652
2.22188,1.58696,-7.83245
-8.32978,3.56108,-1.17809
-1.5088,-6.37209,3.60607
-6.2663,6.38164,-21.0673
-5.69825,-2.62857,6.96326
5.41011,-9.5588,12.9046
6.68971,-4.85346,-18.1464
-7.30547,1.37436,-7.9284
4.81628,3.96605,-26.5213
2.34824,-5.31581,11.1597
9.5183,-12.0944,-77.0347
-15.8084,8.45274,-25.1611
7.96058,-1.65981,2.20781
-3.52256,2.23861,1.98396
-2.66816,-2.04859,9.34435
-8.14354,-2.15349,18.3892
1.29068,6.99257,1.78
6.02944,2.23878,-12.309
2.33414,-9.63446,33.9758
10.7346,-0.701526,7.01583
-9.49959,-4.3965,-12.4139
1.36133,0.757646,-7.73726
-0.088705,-6.79873,18.4448
0.936734,-3.26316,-15.6148
1.21634,10.4967,-34.7989
-6.94405,-5.15159,-0.684446
4.08109,1.88173,-7.56697
-3.58963,-5.17022,0.630412
2.4188,5.25901,-6.83778
9.73103,6.10955,-4.36241
4.80416,-3.69419,-5.73711
0.997798,5.46615,25.2806
3.92325,4.74383,5.41364
14.1683,3.47444,6.86301
4.68989,-4.24255,20.2214
3.90329,-4.8115,-5.04105
-1.7206,10.5032,-26.4987
3.58149,-0.190504,10.1134
-3.19999,-5.59213,3.2084
2.48702,-9.3721,25.0557
-2.62165,-2.00143,5.89528
2.81622,0.334651,-11.8861
-17.9751,-2.36392,-6.56376
-8.42607,11.1331,0.961617
-7.21237,-10.998,-37.4277
-3.21407,-5.65947,-0.567465
-3.66147,6.51288,-3.57138
5.26132,-9.88996,-18.1877
-0.952208,10.0383,-14.7284
1.52359,22.0892,15.2031
-7.4172,1.28838,11.9095
-4.48745,4.1542,-6.29454
3.34939,-0.576977,-5.85157
-3.87632,-10.9669,6.79025
-1.79141,6.33051,12.6709
-6.63814,-3.8567,-2.10446
10.6981,-2.94392,9.66532
5.39561,-2.54798,-8.95836
3.19786,-11.1656,6.33506
-20.5876,-7.61466,1.60781
2.59396,8.50102,11.0254
7.02591,13.3592,-9.24439
-13.8774,11.0824,-2.43491
-0.110637,-6.01716,5.8311
1.18355,9.21517,-2.04535
0.129629,-8.12394,29.0441
2.87958,6.31783,-6.6837
-3.71626,12.327,-8.93214
8.83699,8.29246,-7.64279
6.32314,3.78062,-15.8222
5.29145,-7.47057,-18.0593
3.39968,8.20316,-7.61682
5.40895,-2.08228,-0.989677
5.35128,-4.01061,20.8238
6.71164,3.18058,-20.5606
-14.2802,9.25562,7.34581
1.63077,12.036,-20.1321
-14.2618,-1.07788,-36.7937
3.00579,7.86642,4.33752
7.26769,0.103889,18.0998
7.5426,0.0100409,-4.72603
-3.87719,-8.46821,-3.72093
2.12746,-10.5282,-2.35998
1.87587,-1.62634,-5.59673
1.18105,-6.35016,-2.38288
5.05885,-7.35633,-10.4044
1.98207,-5.75728,-4.98154
1.62249,-8.26048,9.55231
-3.12366,-9.3539,4.81282
1.65268,-0.401911,8.67383
-4.01446,-5.846,3.96347
-2.39571,-3.87661,-1.53405
-2.36332,-10.3192,49.5964
1.8697,-5.76173,-0.431917
5.60701,-1.00781,-1.91721
-6.33683,2.43738,-11.6119
1.94485,-2.35775,6.66805
9.02913,7.4284,7.33369
-5.93408,-1.93406,-10.29
-0.613237,-4.74458,-19.1314
-16.9427,5.80365,-33.1345
1.8562,-9.1984,21.1305
10.0267,-15.9733,4.61658
3.11592,-8.61812,-13.7182
0.971277,6.20632,3.63715
-3.7008,5.10343,-20.4227
4.59848,-4.72699,3.54477
-6.52849,-1.63938,-5.22184
-1.4495,5.17797,-16.7569
-8.43188,-0.0108449,20.5858
-0.443728,3.22869,9.17438
-1.40367,6.86248,17.7377
2.46272,-5.68994,7.16639
-4.84969,-7.46009,3.84486
9.25513,-1.09656,-27.6792
1.39811,-8.45311,-10.9959
2.30082,2.02633,15.0725
5.0624,-2.59212,-28.5231
-2.58077,7.10073,3.44733
3.1097,-0.864213,-6.61621
-9.62145,-1.24636,14.8929
4.04159,10.9135,4.42044
-0.272425,3.19206,-9.98068
3.01071,-7.6823,-10.5669
5.43481,-5.60177,25.4457
6.19014,16.5508,18.1213
7.27107,-8.91346,-58.228
-4.1314,12.5645,-3.15803
5.49091,-3.41361,8.3621
-30.849,16.6427,-24.3056
4.89207,-3.51433,10.4207
5.34574,5.96168,-14.8836
6.145,-4.65297,-3.39291
2.7267,-3.75579,19.0425
8.42822,2.61389,-16.4703
4.38418,-5.3595,-16.0437
-3.73947,-6.04867,3.01164
-6.6898,-7.43905,4.07484
-2.71702,7.22077,12.4097
-14.2506,6.90151,-40.7821
-4.74137,-5.16981,1.08137
-3.45999,-4.87302,6.91063
2.87969,-1.76372,-8.27731
-5.80566,17.2397,24.4947
3.82526,-1.2533,5.86237
-1.04209,-11.6032,-43.7153
14.2393,12.5963,31.6384
-3.5312,2.37431,4.45157
6.60497,5.86831,2.05954
-8.77722,6.30138,-3.59192
-7.41172,12.5436,-15.0757
-4.01309,9.64048,0.114973
-3.82858,23.9674,-45.3019
-23.0893,-4.60663,38.8604
-9.3553,11.3932,-3.80608
-1.8605,-7.80055,17.4199
10.3314,4.14502,14.0877
-4.70381,1.89917,3.05107
